1 7890612
2 3839126
3 2567688
4 2745440
5 2610860
6 2567351
7 2483682
8 2531084
9 2520932
10 2514809
11 2451440
12 2472646
13 2506303
14 2571000
15 2451823
16 2479384
17 2460019
18 2531646
19 2546030
20 2612750
21 2582320
22 2661761
23 2598390
24 2534702
25 2517628
26 2509072
27 2450054
28 2531933
29 2450240
30 2470819
